Block #,Onset-time(s),Category,TaskMatch,Image Name,Image Path
1,0.000000,0,blank,blank-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-1.jpg
1,0.500000,0,blank,blank-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-2.jpg
1,1.000000,0,blank,blank-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-3.jpg
1,1.500000,0,blank,blank-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-4.jpg
1,2.000000,0,blank,blank-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-5.jpg
1,2.500000,0,blank,blank-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-6.jpg
1,3.000000,0,blank,blank-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-7.jpg
1,3.500000,0,blank,blank-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-8.jpg
2,4.000000,1,faces,faces-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-1.jpg
2,4.500000,1,faces,faces-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-2.jpg
2,5.000000,1,faces,faces-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-3.jpg
2,5.500000,1,faces,faces-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-4.jpg
2,6.000000,1,faces,faces-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-5.jpg
2,6.500000,1,faces,faces-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-6.jpg
2,7.000000,1,faces,faces-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-7.jpg
2,7.500000,1,faces,faces-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-8.jpg
3,8.000000,4,scenes,scenes-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-1.jpg
3,8.500000,4,scenes,scenes-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-2.jpg
