Block #,Onset-time(s),Category,TaskMatch,Image Name,Image Path
26,103.000000,1,faces,faces-135.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-135.jpg
26,103.500000,1,faces,faces-136.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-136.jpg
27,104.000000,2,hands,hands-137.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-137.jpg
27,104.500000,2,hands,hands-138.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-138.jpg
27,105.000000,2,hands,hands-139.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-139.jpg
27,105.500000,2,hands,hands-140.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-140.jpg
27,106.000000,2,hands,hands-141.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-141.jpg
27,106.500000,2,hands,hands-142.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-142.jpg
27,107.000000,2,hands,hands-143.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-143.jpg
27,107.500000,2,hands,hands-144.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-144.jpg
28,108.000000,4,scenes,scenes-137.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-137.jpg
28,108.500000,4,scenes,scenes-138.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-138.jpg
28,109.000000,4,scenes,scenes-139.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-139.jpg
28,109.500000,4,scenes,scenes-140.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-140.jpg
28,110.000000,4,scenes,scenes-141.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-141.jpg
28,110.500000,4,scenes,scenes-142.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-142.jpg
28,111.000000,4,scenes,scenes-143.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-143.jpg
28,111.500000,4,scenes,scenes-144.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-144.jpg
29,112.000000,0,blank,blank-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-1.jpg
29,112.500000,0,blank,blank-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-2.jpg
29,113.000000,0,blank,blank-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-3.jpg
29,113.500000,0,blank,blank-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-4.jpg
29,114.000000,0,blank,blank-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-5.jpg
29,114.500000,0,blank,blank-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-6.jpg
29,115.000000,0,blank,blank-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-7.jpg
29,115.500000,0,blank,blank-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-8.jpg
30,116.000000,3,cars,cars-137.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-137.jpg
30,116.500000,3,cars,cars-138.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-138.jpg
30,117.000000,3,cars,cars-139.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-139.jpg
30,117.500000,3,cars,cars-140.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-140.jpg
30,118.000000,3,cars,cars-141.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-141.jpg
30,118.500000,3,cars,cars-142.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-142.jpg
30,119.000000,3,cars,cars-143.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-143.jpg
30,119.500000,3,cars,cars-144.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-144.jpg
31,120.000000,1,faces,faces-137.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-137.jpg
31,120.500000,1,faces,faces-138.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-138.jpg
31,121.000000,1,faces,faces-139.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-139.jpg
31,121.500000,1,faces,faces-140.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-140.jpg
31,122.000000,1,faces,faces-141.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-141.jpg
31,122.500000,1,faces,faces-142.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-142.jpg
31,123.000000,1,faces,faces-143.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-143.jpg
31,123.500000,1,faces,faces-144.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-144.jpg
32,124.000000,0,blank,blank-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-9.jpg
32,124.500000,0,blank,blank-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-10.jpg
32,125.000000,0,blank,blank-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-11.jpg
32,125.500000,0,blank,blank-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-12.jpg
32,126.000000,0,blank,blank-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-13.jpg
32,126.500000,0,blank,blank-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-14.jpg
32,127.000000,0,blank,blank-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-15.jpg
32,127.500000,0,blank,blank-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-16.jpg
33,128.000000,1,faces,faces-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-1.jpg
33,128.500000,1,faces,faces-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-2.jpg
33,129.000000,1,faces,faces-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-3.jpg
33,129.500000,1,faces,faces-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-4.jpg
33,130.000000,1,faces,faces-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-5.jpg
33,130.500000,1,faces,faces-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-6.jpg
33,131.000000,1,faces,faces-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-7.jpg
33,131.500000,1,faces,faces-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-8.jpg
34,132.000000,4,scenes,scenes-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-1.jpg
34,132.500000,4,scenes,scenes-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-2.jpg
34,133.000000,4,scenes,scenes-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-3.jpg
34,133.500000,4,scenes,scenes-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-4.jpg
34,134.000000,4,scenes,scenes-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-5.jpg
34,134.500000,4,scenes,scenes-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-6.jpg
34,135.000000,4,scenes,scenes-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-7.jpg
34,135.500000,4,scenes,scenes-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-8.jpg
35,136.000000,2,hands,hands-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-1.jpg
35,136.500000,2,hands,hands-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-2.jpg
35,137.000000,2,hands,hands-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-3.jpg
35,137.500000,2,hands,hands-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-4.jpg
35,138.000000,2,hands,hands-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-5.jpg
35,138.500000,2,hands,hands-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-6.jpg
35,139.000000,2,hands,hands-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-7.jpg
35,139.500000,2,hands,hands-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-8.jpg
36,140.000000,3,cars,cars-1.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-1.jpg
36,140.500000,3,cars,cars-2.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-2.jpg
36,141.000000,3,cars,cars-3.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-3.jpg
36,141.500000,3,cars,cars-4.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-4.jpg
36,142.000000,3,cars,cars-5.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-5.jpg
36,142.500000,3,cars,cars-6.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-6.jpg
36,143.000000,3,cars,cars-7.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-7.jpg
36,143.500000,3,cars,cars-8.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-8.jpg
37,144.000000,0,blank,blank-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-17.jpg
37,144.500000,0,blank,blank-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-18.jpg
37,145.000000,0,blank,blank-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-19.jpg
37,145.500000,0,blank,blank-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-20.jpg
37,146.000000,0,blank,blank-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-21.jpg
37,146.500000,0,blank,blank-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-22.jpg
37,147.000000,0,blank,blank-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-23.jpg
37,147.500000,0,blank,blank-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-24.jpg
38,148.000000,4,scenes,scenes-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-9.jpg
38,148.500000,4,scenes,scenes-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-10.jpg
38,149.000000,4,scenes,scenes-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-11.jpg
38,149.500000,4,scenes,scenes-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-12.jpg
38,150.000000,4,scenes,scenes-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-13.jpg
38,150.500000,4,scenes,scenes-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-14.jpg
38,151.000000,4,scenes,scenes-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-15.jpg
38,151.500000,4,scenes,scenes-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-16.jpg
39,152.000000,1,faces,faces-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-9.jpg
39,152.500000,1,faces,faces-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-10.jpg
39,153.000000,1,faces,faces-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-11.jpg
39,153.500000,1,faces,faces-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-12.jpg
39,154.000000,1,faces,faces-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-13.jpg
39,154.500000,1,faces,faces-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-14.jpg
39,155.000000,1,faces,faces-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-15.jpg
39,155.500000,1,faces,faces-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-16.jpg
40,156.000000,3,cars,cars-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-9.jpg
40,156.500000,3,cars,cars-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-10.jpg
40,157.000000,3,cars,cars-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-11.jpg
40,157.500000,3,cars,cars-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-12.jpg
40,158.000000,3,cars,cars-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-13.jpg
40,158.500000,3,cars,cars-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-14.jpg
40,159.000000,3,cars,cars-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-15.jpg
40,159.500000,3,cars,cars-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-16.jpg
41,160.000000,2,hands,hands-9.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-9.jpg
41,160.500000,2,hands,hands-10.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-10.jpg
41,161.000000,2,hands,hands-11.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-11.jpg
41,161.500000,2,hands,hands-12.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-12.jpg
41,162.000000,2,hands,hands-13.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-13.jpg
41,162.500000,2,hands,hands-14.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-14.jpg
41,163.000000,2,hands,hands-15.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-15.jpg
41,163.500000,2,hands,hands-16.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-16.jpg
42,164.000000,0,blank,blank-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-25.jpg
42,164.500000,0,blank,blank-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-26.jpg
42,165.000000,0,blank,blank-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-27.jpg
42,165.500000,0,blank,blank-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-28.jpg
42,166.000000,0,blank,blank-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-29.jpg
42,166.500000,0,blank,blank-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-30.jpg
42,167.000000,0,blank,blank-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-31.jpg
42,167.500000,0,blank,blank-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-32.jpg
43,168.000000,3,cars,cars-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-17.jpg
43,168.500000,3,cars,cars-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-18.jpg
43,169.000000,3,cars,cars-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-19.jpg
43,169.500000,3,cars,cars-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-20.jpg
43,170.000000,3,cars,cars-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-21.jpg
43,170.500000,3,cars,cars-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-22.jpg
43,171.000000,3,cars,cars-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-23.jpg
43,171.500000,3,cars,cars-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-24.jpg
44,172.000000,1,faces,faces-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-17.jpg
44,172.500000,1,faces,faces-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-18.jpg
44,173.000000,1,faces,faces-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-19.jpg
44,173.500000,1,faces,faces-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-20.jpg
44,174.000000,1,faces,faces-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-21.jpg
44,174.500000,1,faces,faces-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-22.jpg
44,175.000000,1,faces,faces-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-23.jpg
44,175.500000,1,faces,faces-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-24.jpg
45,176.000000,2,hands,hands-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-17.jpg
45,176.500000,2,hands,hands-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-18.jpg
45,177.000000,2,hands,hands-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-19.jpg
45,177.500000,2,hands,hands-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-20.jpg
45,178.000000,2,hands,hands-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-21.jpg
45,178.500000,2,hands,hands-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-22.jpg
45,179.000000,2,hands,hands-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-23.jpg
45,179.500000,2,hands,hands-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-24.jpg
46,180.000000,4,scenes,scenes-17.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-17.jpg
46,180.500000,4,scenes,scenes-18.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-18.jpg
46,181.000000,4,scenes,scenes-19.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-19.jpg
46,181.500000,4,scenes,scenes-20.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-20.jpg
46,182.000000,4,scenes,scenes-21.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-21.jpg
46,182.500000,4,scenes,scenes-22.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-22.jpg
46,183.000000,4,scenes,scenes-23.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-23.jpg
46,183.500000,4,scenes,scenes-24.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-24.jpg
47,184.000000,0,blank,blank-33.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-33.jpg
47,184.500000,0,blank,blank-34.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-34.jpg
47,185.000000,0,blank,blank-35.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-35.jpg
47,185.500000,0,blank,blank-36.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-36.jpg
47,186.000000,0,blank,blank-37.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-37.jpg
47,186.500000,0,blank,blank-38.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-38.jpg
47,187.000000,0,blank,blank-39.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-39.jpg
47,187.500000,0,blank,blank-40.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-40.jpg
48,188.000000,4,scenes,scenes-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-25.jpg
48,188.500000,4,scenes,scenes-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-26.jpg
48,189.000000,4,scenes,scenes-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-27.jpg
48,189.500000,4,scenes,scenes-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-28.jpg
48,190.000000,4,scenes,scenes-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-29.jpg
48,190.500000,4,scenes,scenes-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-30.jpg
48,191.000000,4,scenes,scenes-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-31.jpg
48,191.500000,4,scenes,scenes-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-32.jpg
49,192.000000,3,cars,cars-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-25.jpg
49,192.500000,3,cars,cars-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-26.jpg
49,193.000000,3,cars,cars-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-27.jpg
49,193.500000,3,cars,cars-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-28.jpg
49,194.000000,3,cars,cars-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-29.jpg
49,194.500000,3,cars,cars-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-30.jpg
49,195.000000,3,cars,cars-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-31.jpg
49,195.500000,3,cars,cars-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-32.jpg
50,196.000000,2,hands,hands-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-25.jpg
50,196.500000,2,hands,hands-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-26.jpg
50,197.000000,2,hands,hands-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-27.jpg
50,197.500000,2,hands,hands-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-28.jpg
50,198.000000,2,hands,hands-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-29.jpg
50,198.500000,2,hands,hands-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-30.jpg
50,199.000000,2,hands,hands-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-31.jpg
50,199.500000,2,hands,hands-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-32.jpg
51,200.000000,1,faces,faces-25.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-25.jpg
51,200.500000,1,faces,faces-26.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-26.jpg
51,201.000000,1,faces,faces-27.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-27.jpg
51,201.500000,1,faces,faces-28.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-28.jpg
51,202.000000,1,faces,faces-29.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-29.jpg
51,202.500000,1,faces,faces-30.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-30.jpg
51,203.000000,1,faces,faces-31.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-31.jpg
51,203.500000,1,faces,faces-32.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-32.jpg
52,204.000000,0,blank,blank-41.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-41.jpg
52,204.500000,0,blank,blank-42.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-42.jpg
52,205.000000,0,blank,blank-43.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-43.jpg
52,205.500000,0,blank,blank-44.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-44.jpg
